,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timely_Response,Timely_Fixes,Timely_Replacements,Reliability,Options,Respectful_Response,Courteous_Exchange,Active_Listening,Education_9th_Grade_to_12th_Grade__No_Diploma,Education_Associate_Degree,Education_Bachelor_Degree,Education_Doctorate_Degree,Education_GED_or_Alternative_Credential,Education_Master_Degree,Education_No_Schooling_Completed,Education_Nursery_School_to_8th_Grade,Education_Professional_School_Degree,Education_Regular_High_School_Diploma,Education_Some_College__1_or_More_Years__No_Degree,Education_Some_College__Less_than_1_Year,Employment_Full_Time,Employment_Part_Time,Employment_Retired,Employment_Student,Employment_Unemployed,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Prefer_not_to_answer,Churn_No,Churn_Yes,Techie_No,Techie_Yes,Contract_Monthtomonth,Contract_One_year,Contract_Two_Year,Port_modem_No,Port_modem_Yes,Tablet_No,Tablet_Yes,InternetService_DSL,InternetService_Fiber_Optic,InternetService_None,Phone_No,Phone_Yes,Multiple_No,Multiple_Yes,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank_Transfer_auto,PaymentMethod_Credit_Card__auto,PaymentMethod_Electronic_Check,PaymentMethod_Mailed_Check
1277,2.095936042638241,48.0,34372.27,7.297323905,1,14.39399314,169.3929398,1681.813552,4,4,4,2,6,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
1278,2.095936042638241,87.0,39936.76222636489,10.47997752,0,9.983052758,214.9679906,1774.760154,4,5,4,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1279,1.0,74.0,39936.76222636489,12.51675945,1,2.704950495,188.1580424,711.7404846,4,3,4,2,4,3,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
1280,1.0,55.0,38162.85,11.11325439,2,20.83084927,209.4807437,2221.139588,4,5,4,4,4,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
1281,3.0,65.0,36333.77,11.99225502,0,1.225588884,193.9487524,547.9869964,3,3,3,3,5,2,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
1282,2.095936042638241,44.0,13288.6,12.77438504,1,10.44973947,152.5606425,1768.55004,2,3,3,4,4,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
1283,2.095936042638241,19.0,25446.01,8.307196686,1,3.418302206,207.5024584,926.9394553,3,3,3,4,3,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
1284,2.095936042638241,53.27574750830565,39936.76222636489,3.917818366,0,4.837990763,160.0942799,715.3186358,5,5,4,5,4,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
1285,2.095936042638241,85.0,39936.76222636489,8.274278472,0,1.963127209,172.0791615,771.9557231,2,2,2,2,5,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
1286,3.0,53.27574750830565,39936.76222636489,15.65205242,0,10.34247598,130.9628229,1671.469773,3,3,4,4,3,5,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
1287,1.0,55.0,54981.51,13.72252733,1,1.156719701,136.0895154,3398.8427520151345,3,3,2,6,4,3,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
1288,2.095936042638241,47.0,112031.33,11.02390165,0,17.3999197,173.6768847,1935.461046,4,5,4,4,3,6,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
1289,1.0,73.0,69444.54,8.493543268,0,3.124488057,148.7572689,520.8892347,3,4,4,4,2,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1290,1.0,68.0,57844.94,13.7058659,0,6.958063425,197.4501096,1356.12218,5,5,5,3,3,5,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
1291,3.0,50.0,39936.76222636489,8.546330268,0,7.010189312,180.5246498,914.8863272,4,4,5,6,1,5,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
1292,3.0,23.0,39936.76222636489,13.94292646,0,2.447985699,147.4499888,638.4642534,5,5,4,4,4,3,6,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0
1293,1.0,36.0,39702.07,31.03370866,1,4.269258862,202.6528578,919.2881691,6,5,5,3,3,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
1294,3.0,53.0,27546.33,45.90087859,0,8.343625652,191.9353095,1515.532948,4,4,4,3,4,4,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
1295,2.0,62.0,27329.96,11.85621226,2,4.397705634,145.9401408,476.4598684,5,4,4,5,2,5,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
1296,3.0,89.0,39936.76222636489,5.593288614,0,11.08150154,181.2073254,1140.151122,3,3,2,3,4,4,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
1297,3.0,74.0,135171.31,5.33309079,0,7.273510936,145.5043103,677.1757219,4,3,4,2,5,4,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1298,2.095936042638241,28.0,7619.18,11.02615679,0,12.01513041,141.1973056,2138.553831,5,4,4,3,5,4,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1
1299,2.095936042638241,19.0,39936.76222636489,10.21541226,0,4.845060681,147.7941305,746.2481195,4,4,3,3,3,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
1300,0.0,53.27574750830565,23514.45,10.56654694,0,11.19078648,104.8362783,1370.012453,4,3,4,4,3,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
1301,0.0,26.0,121993.18,14.63278501,0,16.91776871,141.3408863,3398.8427520151345,5,5,5,6,3,6,4,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1302,1.0,53.27574750830565,39936.76222636489,11.95091873,0,21.16641251,182.1816183,2115.906589,3,1,2,4,4,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0
1303,1.0,29.0,42326.58,9.215056723,0,25.88644227,164.2508327,2576.783187,2,3,3,2,3,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
1304,0.0,87.0,4523.8,13.26519408,0,15.59096202,127.0479351,1826.678884,4,3,3,3,5,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0
1305,0.0,53.27574750830565,7128.27,7.952447146,0,13.03099332,149.2193525,3398.8427520151345,4,4,4,5,3,3,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1
1306,10.0,53.27574750830565,39936.76222636489,19.24298756,3,8.034201127,80.27895692,961.7341695,4,3,3,1,4,5,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1307,4.0,41.0,39936.76222636489,7.626385804,1,1.124656757,136.8450976,409.5740796,2,2,3,2,4,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1308,0.0,70.0,39936.76222636489,14.30413598,1,3.551651444,166.3035247,1048.538032,3,2,2,4,4,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1
1309,1.0,74.0,18185.88,13.05474775,0,7.925553778,155.4576848,1460.729298,3,4,4,3,4,5,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
1310,0.0,72.0,34217.69,13.99149465,0,34.49885764604513,160.405193,539.9859818,2,3,4,6,3,5,3,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0
1311,2.095936042638241,71.0,39936.76222636489,3.935310305,0,2.659423565,180.7802929,483.4546178,1,4,2,5,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0
1312,4.0,55.0,16526.81,11.77874719,0,1.355493769,118.4010062,541.4070913,5,4,4,3,4,5,4,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
1313,10.0,89.0,80803.77,14.1921006,0,34.49885764604513,160.5835461,1030.206721,3,3,4,4,3,5,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0
1314,3.0,38.0,40392.47,8.74284679,0,11.03162791,171.4615936,1442.347357,2,4,2,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1315,0.0,53.27574750830565,43889.69,7.269350315,0,9.141192423,128.9131071,1204.678983,4,5,5,5,4,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
1316,3.0,53.27574750830565,30101.28,34.10805699,2,4.633545041,168.895193,730.1829735,5,4,4,2,4,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0
1317,2.0,53.27574750830565,26569.81,11.43581383,1,9.22316707,95.97520192,1304.854276,4,4,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1318,2.095936042638241,74.0,67521.69,7.386601368,0,24.0737635,169.647326,2410.11164,3,5,4,4,3,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1319,3.0,34.0,62441.01,6.597881594,2,34.49885764604513,189.2120088,1278.688937,2,2,3,2,3,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
1320,2.095936042638241,42.0,19165.73,5.92646213,1,34.49885764604513,173.1676428,831.9771606,4,5,4,3,5,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0
1321,2.095936042638241,53.27574750830565,39936.76222636489,8.521359827,0,2.456217972,275.5345504,995.4220744,5,6,4,3,3,5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
1322,0.0,48.0,24892.78,7.736076766,1,2.849622074,194.1667495,592.8646912,4,3,4,2,4,6,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0
1323,2.095936042638241,42.0,39936.76222636489,14.19886617,0,12.61694943,111.7476684,1055.617042,3,3,3,3,4,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1324,0.0,53.27574750830565,35108.41,16.3892038,1,2.967533379,141.8279484,525.3069851,3,3,5,1,4,3,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
1325,2.0,41.0,32296.27,8.54187136,0,4.44463064,245.046364,1128.690355,4,3,3,2,5,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0
1326,4.0,53.27574750830565,27019.83,11.10643676,0,10.92247392,162.2750971,1668.779606,3,3,2,3,6,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0
1327,2.0,20.0,12353.15,9.898992602,0,5.696461819,168.9131443,958.2229045,4,3,5,4,4,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
1328,2.095936042638241,83.0,35982.39,12.57288521,0,5.173463744,141.932053,825.6469228,3,4,3,1,4,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0
1329,2.095936042638241,42.0,42104.6,11.75712474,0,9.339307484,147.4462696,941.291001,4,4,5,5,1,6,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1330,8.0,43.0,55656.36,13.59588875,0,1.699850064,184.381312,900.3977089,2,2,3,3,4,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0
1331,2.095936042638241,53.27574750830565,39936.76222636489,10.14859069,0,34.49885764604513,198.5369016,1260.12789,5,5,3,4,1,3,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
1332,5.0,53.27574750830565,32000.75,8.011006767,0,9.652842643,220.4855353,1618.259683,5,4,6,4,3,6,5,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
1333,1.0,18.0,29822.31,12.17791356,0,16.53244292,147.8968785,3398.8427520151345,3,3,3,2,4,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1334,4.0,53.27574750830565,72270.25,1.556482553,1,4.777862937,166.4217178,1464.442974,3,3,5,3,3,4,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
1335,0.0,25.0,39936.76222636489,9.186593879,0,22.57289049,148.1441884,2588.843484,5,4,4,3,4,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1336,0.0,53.27574750830565,42027.65,7.89106663,0,8.571860106,105.1451517,1170.35317,5,4,5,4,3,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
1337,2.095936042638241,86.0,69014.19,9.982455616,0,7.195810535,219.5117822,1409.882802,5,5,5,2,5,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
1338,1.0,88.0,63827.57,7.070868968,0,34.49885764604513,183.3130992,486.1105716,2,4,1,5,3,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0
1339,5.0,48.0,39936.76222636489,8.183907328,0,2.661961707,158.7272384,688.7644008,4,3,4,2,4,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0
1340,7.0,86.0,39936.76222636489,7.308481275,0,2.834098048,240.4488389,3398.8427520151345,3,3,2,3,2,3,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
1341,3.0,53.27574750830565,45244.57,12.98314285,0,8.637184433,256.5930897,1568.344567,3,1,2,3,4,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
1342,1.0,55.0,27457.73,11.17794803,0,10.46190099,221.0050032,1809.921626,3,4,3,3,5,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0
1343,0.0,53.27574750830565,39936.76222636489,10.35749033,1,4.861047755,143.582916,1192.174805,3,3,3,5,1,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0
1344,0.0,69.0,60631.73,7.001534386,1,9.62893496,180.6128513,953.8934493,5,4,4,4,2,5,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
1345,2.095936042638241,72.0,55708.35,12.50911871,0,4.248159714,140.5600112,682.4871065,2,3,2,5,3,4,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
1346,2.0,66.0,36635.39,7.129514069,0,34.49885764604513,189.369136,3398.8427520151345,3,3,4,3,3,3,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1
1347,2.0,39.0,39936.76222636489,8.899789048,0,34.49885764604513,127.4571319,677.2734494,4,3,5,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
